,Allotted Quota,Allotted Institute,Course,Alloted Category,R1,R2,Mop Up,Stray Vacancy,SP Stray Vacancy
4234,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (ANAESTHESIOLOGY),Open,-,12065,-,-,-
4235,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.S. (OPHTHALMOLOGY),OBC,-,12148,-,-,-
4236,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.S. (E.N.T.),Open,-,12531,-,-,-
4237,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PAEDIATRICS),SC,-,13024,-,-,-
4238,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (ANAESTHESIOLOGY),OBC,-,13159,-,-,-
4239,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PSYCHIATRY),OBC,-,13924,-,-,-
4240,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),SC,-,14223,-,-,-
4241,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.S. (E.N.T.),OBC,-,14354,-,-,-
4242,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",ST,-,14823,-,-,-
4243,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PAEDIATRICS),ST,-,14941,-,-,-
4244,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (ANAESTHESIOLOGY),EWS,-,15783,-,-,-
4245,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PSYCHIATRY),EWS,-,15814,-,-,-
4246,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (Radiotherapy/ Radiation Oncology),Open,-,15854,-,-,-
4247,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.S. (ORTHOPAEDICS),SC,-,17929,-,-,-
4248,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.S. (E.N.T.),EWS,-,18155,-,-,-
4249,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (Radiotherapy/ Radiation Oncology),OBC,-,18187,-,-,-
4250,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",DIP. IN T.B. and CHEST DISEASES,OBC,-,19537,-,-,-
4251,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PATHOLOGY),Open,-,22887,-,-,-
4252,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,23568,-,-,-
4253,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (ANAESTHESIOLOGY),SC,-,24808,-,-,-
4254,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.S. (E.N.T.),SC,-,26924,-,-,-
4255,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.S. (OPHTHALMOLOGY),SC,-,27696,-,-,-
4256,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PATHOLOGY),OBC,-,28048,-,-,-
4257,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",DIPLOMA IN OPHTHALMOLOGY/DOMS,Open,-,30357,-,-,-
4258,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",DIPLOMA IN OPHTHALMOLOGY/DOMS,OBC,-,31500,-,-,-
4259,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (FORENSIC MEDICINE),Open,-,31841,-,-,-
4260,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PSYCHIATRY),SC,-,33760,-,-,-
4261,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,33863,-,-,-
4262,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PATHOLOGY),EWS,-,35081,-,-,-
4263,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.S. (ORTHOPAEDICS),ST,-,35998,-,-,-
4264,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (MICROBIOLOGY),Open,-,42000,-,-,-
4265,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (ANAESTHESIOLOGY),ST,-,47513,-,-,-
4266,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PHARMACOLOGY),Open,-,48227,-,-,-
4267,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PATHOLOGY),SC,-,50126,-,-,-
4268,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",DIPLOMA IN PUBLIC HEALTH,Open,-,52904,-,-,-
4269,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.S. (OPHTHALMOLOGY),ST,-,53609,-,-,-
4270,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PHYSIOLOGY),Open,-,53887,-,-,-
4271,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PSYCHIATRY),ST,-,55008,-,-,-
4272,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (BIOCHEMISTRY),Open,-,58990,-,-,-
4273,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PHARMACOLOGY),OBC,-,62009,-,-,-
4274,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (FORENSIC MEDICINE),SC,-,63753,-,-,-
4275,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (Radiotherapy/ Radiation Oncology),ST,-,65565,-,-,-
4276,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PATHOLOGY),ST,-,67304,-,-,-
4277,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (MICROBIOLOGY),OBC,-,67826,-,-,-
4278,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PHARMACOLOGY),SC,-,73755,-,-,-
4279,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (BIOCHEMISTRY),OBC,-,74903,-,-,-
4280,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (MICROBIOLOGY),EWS,-,79402,-,-,-
4281,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (FORENSIC MEDICINE),ST,-,83468,-,-,-
4282,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",MD/MS (Anatomy),Open,-,89741,-,-,-
4283,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (MICROBIOLOGY),ST,-,91101,-,-,-
4284,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (BIOCHEMISTRY),SC,-,94950,-,-,-
4285,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",MD/MS (Anatomy),SC,-,102372,-,-,-
4286,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PHARMACOLOGY),ST,-,102971,-,-,-
4287,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (RADIO-DIAGNOSIS),Open,-,225,-,-,-
4288,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (RADIO-DIAGNOSIS),OBC,-,754,-,-,-
4289,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.S. (ORTHOPAEDICS),Open,-,2234,-,-,-
4290,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.S. (GENERAL SURGERY),Open,-,2411,-,-,-
4291,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PAEDIATRICS),Open,-,2662,-,-,-
4292,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.S. (GENERAL SURGERY),OBC,-,3378,-,-,-
4293,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,-,3533,-,-,-
4294,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PAEDIATRICS),OBC,-,3820,-,-,-
4295,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PAEDIATRICS),EWS,-,4726,-,-,-
4296,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PSYCHIATRY),Open,-,5332,-,-,-
4297,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.S. (OPHTHALMOLOGY),Open,-,5839,-,-,-
4298,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,-,6360,-,-,-
4299,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),OBC,-,6543,-,-,-
4300,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (GENERAL MEDICINE),ST,-,8611,-,-,-
4301,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.S. (E.N.T.),Open,-,9400,-,-,-
4302,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PSYCHIATRY),OBC,-,10198,-,-,-
4303,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. Sports Medicine,Open,-,10698,-,-,-
4304,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PAEDIATRICS),SC,-,10810,-,-,-
4305,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.S. (OPHTHALMOLOGY),OBC,-,11584,-,-,-
4306,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.S. (GENERAL SURGERY),SC,-,12278,-,-,-
4307,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (ANAESTHESIOLOGY),Open,-,12614,-,-,-
4308,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),SC,-,14587,-,-,-
4309,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (ANAESTHESIOLOGY),OBC,-,15771,-,-,-
4310,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (Radiotherapy/ Radiation Oncology),Open,-,17014,-,-,-
4311,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,20482,-,-,-
4312,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (Radiotherapy/ Radiation Oncology),OBC,-,21715,-,-,-
4313,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PATHOLOGY),Open,-,22504,-,-,-
4314,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PAEDIATRICS),ST,-,22987,-,-,-
4315,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.S. (OPHTHALMOLOGY),SC,-,26211,-,-,-
4316,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),ST,-,27816,-,-,-
4317,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PATHOLOGY),OBC,-,30245,-,-,-
4318,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (ANAESTHESIOLOGY),SC,-,31388,-,-,-
4319,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,39771,-,-,-
4320,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (MICROBIOLOGY),Open,-,39958,-,-,-
4321,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (ANAESTHESIOLOGY),ST,-,46809,-,-,-
4322,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PHARMACOLOGY),OBC,-,53420,-,-,-
4323,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,-,54610,-,-,-
4324,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PSYCHIATRY),ST,-,57738,-,-,-
4325,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (FORENSIC MEDICINE),Open,-,61908,-,-,-
4326,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (BIOCHEMISTRY),Open,-,66906,-,-,-
4327,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PHARMACOLOGY),SC,-,67094,-,-,-
4328,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (BIOCHEMISTRY),OBC,-,78462,-,-,-
4329,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PHYSIOLOGY),Open,-,79288,-,-,-
4330,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (FORENSIC MEDICINE),OBC,-,82041,-,-,-
4331,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",Open,-,1525,-,-,-
4332,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (RADIO-DIAGNOSIS),OBC,-,1862,-,-,-
4333,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (GENERAL MEDICINE),Open,-,1910,-,-,-
4334,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (GENERAL MEDICINE),EWS,-,2235,-,-,-
4335,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (GENERAL MEDICINE),OBC,-,3301,-,-,-
4336,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (PAEDIATRICS),Open,-,4113,-,-,-
4337,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (PAEDIATRICS),OBC,-,5176,-,-,-
4338,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),EWS,-,6255,-,-,-
4339,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.S. (ORTHOPAEDICS),Open,-,7067,-,-,-
4340,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (RADIO-DIAGNOSIS),SC,-,7081,-,-,-
4341,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),Open,-,7237,-,-,-
4342,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",SC,-,7449,-,-,-
4343,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.S. (GENERAL SURGERY),Open,-,7559,-,-,-
4344,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.S. (ORTHOPAEDICS),OBC,-,7730,-,-,-
4345,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.S. (OPHTHALMOLOGY),Open,-,10386,-,-,-
4346,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (PSYCHIATRY),Open,-,10797,-,-,-
4347,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.S. (GENERAL SURGERY),OBC,-,10903,-,-,-
4348,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (GENERAL MEDICINE),SC,-,11499,-,-,-
4349,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",DIP.IN GYNAE. and OBST.,Open,-,12158,-,-,-
4350,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.S. (E.N.T.),Open,-,13344,-,-,-
4351,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.S. (E.N.T.),EWS,-,15014,-,-,-
4352,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.S. (OPHTHALMOLOGY),OBC,-,15967,-,-,-
4353,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (ANAESTHESIOLOGY),Open,-,17508,-,-,-
4354,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.S. (E.N.T.),OBC,-,18482,-,-,-
4355,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (ANAESTHESIOLOGY),OBC,-,18735,-,-,-
4356,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",DIPLOMA IN CHILD HEALTH/ PAEDIATRICS,EWS,-,18892,-,-,-
4357,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.S. (ORTHOPAEDICS),SC,-,19491,-,-,-
4358,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (PATHOLOGY),EWS,-,25275,-,-,-
4359,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (GENERAL MEDICINE),ST,-,25463,-,-,-
4360,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),ST,-,30014,-,-,-
4361,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (PATHOLOGY),OBC,-,30044,-,-,-
4362,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",DIPLOMA IN OPHTHALMOLOGY/DOMS,OBC,-,30693,-,-,-
4363,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (ANAESTHESIOLOGY),SC,-,33436,-,-,-
4364,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (PHARMACOLOGY),Open,-,41843,-,-,-
4365,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,42793,-,-,-
4366,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,43565,-,-,-
4367,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (PATHOLOGY),SC,-,47763,-,-,-
4368,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,EWS,-,57371,-,-,-
4369,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (ANAESTHESIOLOGY),ST,-,63900,-,-,-
